150949332	151005850
159610879	159948176
160331092	160626632
163684150	163692160
164810166	164868402
168581705	168679916
176924205	176940697
183559820	183612394
187584244	187835170
188003456	188086110
188225729	188261835
190044143	190092375
191898151	191976819
193204702	193209527
194157865	194287158
194975846	195332697
198774133	198863600
206510145	206563741
208646146	208687402
210992052	211073020
221694997	221711029
223732317	223770108
229793717	229894664
234933459	234968987
235198734	235212541
236067692	236795121
237974043	238374770
241103290	241347508
244095202	244182625
245006479	245012644
245819957	246388939
246662304	246884005
377	988150
1189183	1309735
1314392	2014198
2366114	2370109
3278798	3538713
5189627	5459265
8810828	8839227
10160657	10505141
10665089	10977734
12521755	13749642
16636920	17356568
21608771	21815001
22095108	22285444
31494727	32129437
36392726	36659675
39997730	40433019
52898603	53061769
53691140	53801824
64449736	64548984
72514984	72698844
72954200	73079758
73385687	73548272
75759492	75960336
83101150	83780899
89184656	89333311
90592580	90755887
96188339	96318702
100132243	100270930
103762947	104253525
106562085	106683105
107285151	107642406
108420397	108898201
112958658	116542895
116966438	117076198
119818219	120016100
120068836	121047873
142642781	144194710
144339527	144479874
144594476	145164166
146151735	148257137
150739463	151164777
153361602	153581431
159672939	159890629
160342772	160769980
164758503	164917609
168048630	168151810
172077265	172222566
172735904	172836399
187513156	187915951
193522550	193846835
194070387	194386077
194857460	195228425
195244422	195436395
200834012	200990829
205624502	205991690
210714766	210909726
220362590	220524936
222001843	222429786
223154547	223319897
223471574	223593401
229691383	229982619
232939949	233194586
236008417	236834725
237832717	238456127
244473769	244807567
245781208	246343769
246566732	246931997
307737	415038
529118	646613
569355	733174
2062347	2242269
2145626	2314237
3117044	3216520
3142453	3323676
3207806	3373233
3567200	3710699
5795529	5868138
5872056	6045644
6111938	6247065
6411974	6587990
6508456	6570177
7412584	7598888
8125994	8276744
10627398	10782506
14551787	14593526
16660169	16806982
16738731	16782708
16759150	16869758
17049946	17153536
17054365	17237613
17087300	17322088
18154502	18361688
21722520	21923069
22007820	22195709
22095108	22213608
25465073	25570393
27029262	27193580
40311292	40504667
44259986	44425691
44544896	44720377
46125487	46279011
52078423	52187326
52141200	52314287
52961730	53163533
59099890	59263763
59901614	59924564
72389150	72578706
75774808	75805744
78781032	78973179
81805674	81979888
83172925	83336614
92441870	92578217
95268437	95475714
97680297	97873732
99768413	99937227
103797425	104094805
106021418	106209345
108013196	108216400
109268856	109463759
112396182	112594062
116927828	117128034
120067972	120115614
120067972	120249992
120568788	120671324
142646350	142720164
143026080	143111804
143673834	143791318
143900678	144104827
143921702	144020182
144002313	144162829
145351618	145550490
147375745	147588154
147907267	148087465
147920576	147979384
153361603	153541655
159669654	159933356
160241240	160344771
162168880	162330459
166445800	166619686
171535047	171748780
173496254	173673926
178395125	178602163
182051688	182228470
188981294	189134568
200767732	200948830
204186230	204407370
206365585	206526445
215701253	215854656
232330965	232487226
232875926	233058352
12694222	12860137
120727975	120875167
53418151	53497027
17325509	17357086
9089163	9197219
143971149	144320665
17279980	17415709
236508584	236714485
102223324	102569407
1142956	1147823
2573419	2579758
2573767	2580949
2574506	2576192
2594341	2598916
2600428	2606129
2607837	2613499
2610167	2612535
2612675	2618697
2612977	2615742
2613789	2622864
3749765	3751122
7778984	7787527
8500203	8503822
9685183	9688695
10405068	10406366
15373466	15383249
16682453	16684183
16765080	16766617
16783342	16789645
16882144	16885334
16882158	16885348
21300656	21303960
22472667	22481250
22777075	22778172
23763647	23767838
23876065	23879493
24831331	24839597
25031291	25034112
28950199	28952457
31449037	31450756
31504561	31513729
32891848	32896738
33643387	33649647
36442938	36447154
40161162	40168129
40794272	40801210
41171348	41172556
43864440	43866796
46586130	46592914
50257596	50260873
51798132	51802312
53591521	53592861
61732093	61735957
63254630	63258935
64960097	64965173
65946974	65950272
66601844	66603938
66851605	66853397
77070546	77077991
79866149	79873901
79994371	79995618
82665083	82672074
87847397	87854193
91208825	91215100
103418204	103427873
103519977	103523370
109988741	109992972
112793533	112796480
113412863	113415317
115681450	115686021
120689195	120697970
143804306	143808439
144073244	144077969
144073252	144077969
144073256	144077969
144074795	144077969
144076115	144077671
144761130	144767356
147981074	147984910
149031900	149039294
150056233	150063393
150480555	150490330
150547363	150551253
152777660	152779607
157134155	157136605
157134158	157136608
159767935	159769570
160743792	160745458
161574673	161581055
167874342	167880013
171075068	171076391
174503382	174506423
176821807	176827109
176916511	176924899
181054074	181063378
183081352	183087407
183081367	183087422
183587975	183591244
189590608	189597774
198924789	198934596
200182977	200188892
200200378	200203268
204766250	204775640
208144679	208152594
209516178	209520373
210537759	210539239
210537777	210539257
210913883	210921385
210992869	210994734
218985638	218989402
219281512	219282616
222646692	222655996
224124005	224127026
226821095	226823309
226822360	226824562
226822368	226824562
226838004	226840229
226838030	226840255
227879161	227887463
230525214	230526874
230815723	230817765
232385268	232386370
232572811	232576481
236769991	236771595
237533073	237537732
238382242	238384030
244353545	244355012
245917079	245923131
246760996	246767346
103906493	103965256
104112354	104117593
105820367	105823439
107458928	107464933
108516143	108525759
108533286	108538706
109370160	109380182
109988772	109990027
110033049	110041457
110756363	110759664
116970419	117005075
12769531	13065155
13101085	13226052
143631375	143791172
144183079	144185322
144272574	144273821
144337623	144516065
145312377	145315276
146825987	147982309
150816893	151042150
151677134	151685619
152855287	152857235
153489907	154184585
159428462	159438144
159745305	160346951
16236614	16262379
163915533	163917071
166061707	166456848
16694145	16885111
167493797	167507911
16884707	17152562
173713206	174176624
17548102	17549701
177595331	177611528
177989461	177990945
181417109	181418317
191892800	191900885
195005549	195089556
199093796	199262355
199784793	199835239
205803247	205814725
211072687	211076120
216263960	216270552
22004531	22009931
225416271	225420813
225946739	226872832
228779487	228782225
241108566	241534705
243736331	243761706
245141053	246395458
246676880	246713386
246794551	246863305
246909448	246912408
246933979	246940659
25457932	25537445
32135537	32184713
34867574	34883404
35656892	35666141
47548818	47549941
5027130	5068705
54861486	54879213
61886378	61891818
70894407	70897146
72519167	72523215
72527759	72536260
72539082	72584229
744068	769619
83495639	83512991
83512991	83545170
84007222	84008354
89285439	89292763
94060954	94063617
96297173	96303501
742429	789326
9238434	9327280
9250000	9311805
14167192	14242955
15402847	15423112
16681281	16902301
16767863	16918233
40276366	40331835
92129369	92352263
105830601	105888503
115525218	115969481
119030780	119183750
120874363	120992603
146202411	147495710
146288629	148142748
147306690	147522032
147306690	147980523
149507166	149678259
150720293	150927551
150938537	151023430
159730122	159940306
160355955	160643940
160406966	160450417
165220490	165446966
187320829	187745063
187330954	187604620
189726451	189888415
194140966	194286966
194997771	195278200
194999756	195168376
206492331	206521802
206510145	206521802
223698027	223743205
230661638	231445842
235198138	235199582
236079393	236792582
237974043	238365582
240091721	240399582
245819830	246442693
246127582	247134313
246589303	247124862
45568702	45680850
72784767	72860767
75866822	75894326
79841670	81616474
82851559	82950167
94906767	94924401
102428272	102622567
109490837	109556481
144308473	144724627
146276990	147980523
164812966	164884225
185336978	186256217
187584244	187803966
188236966	188251966
188264680	188318734
191929899	191976819
191897200	191976819
194997771	195168376
195089966	195153393
216484143	216490228
246309151	246884005
12783336	12836483
16220999	16240911
41119815	41147030
67041230	67054777
71376291	71406307
72249809	72255233
83618302	83629957
103904580	103930296
105755519	105783414
111180501	111189246
113065234	113236341
115529471	115870562
119892957	119928513
147305744	147478120
147305744	147311729
149599791	149671472
150938629	151001420
159761664	159913448
159777717	159884140
160343145	160612442
160422610	160440019
160435892	160440019
164064590	164078353
167495768	167506708
173064490	173068262
189616237	189638488
194908856	194926884
194918455	194926884
202589558	202621867
206512423	206523545
208325276	208370942
221681361	221698668
235190394	235199343
242705151	242728100
1182378	1231947
2130121	2146222
2413982	2480088
3431124	3446731
3476986	3500493
6112802	6135457
10292899	10296090
10561191	10565784
10642232	10673019
12431530	12456055
12783336	12836483
15669395	15681459
17760550	17775885
20473599	20477546
25392210	25398468
31906324	31919351
35482364	35514250
38907229	38909659
53308066	53315381
58568421	58575196
62210460	62214376
77547001	77551196
79405655	79409914
94904517	94925850
105966387	106000090
109169467	109173397
111176350	111189246
111180501	111189246
111631018	111633814
111732439	111735827
144337336	144458820
147305744	147311729
147305744	147478120
147305744	147331145
166604693	166609973
167495768	167506708
173064490	173068262
174857914	174871187
176926556	176940697
182411618	182425419
185839646	185847926
187353840	187356191
187617323	187810199
188037441	188043864
187984282	188048192
190102939	190134703
190065587	190107549
195089653	195163711
199903347	199934485
208670753	208680239
229387089	229388566
237141880	237146096
243703662	243714349
245782621	245795585
142097726	142099955
154792346	154795797
109988334	109993086
84483817	84488581
143802497	143808376
157227761	157233914
245916909	245923153
147980066	147986333
183081113	183087451
16781677	16788232
69768614	69775243
246117971	246124611
98326518	98333214
24768045	24774830
65796348	65803176
84289702	84297220
81175575	81183857
208143946	208152620
227878654	227887386
185981956	185991078
46015346	46024503
10291453	10301596
236757562	236767971
143607552	143619364
141732168	141749558
16235848	16256942
94901379	94927828
150821592	150854502
72538693	72586954
1619478	1674040
12815837	12871344
194983337	195066235
159749902	159832916
159761845	159845486
147593087	147700280
143790285	143900899
120192437	120335637
121186433	121186651
212889557	212889975
45941452	45941819
143804233	143808992
208788878	208793886
104426511	104431824
16781280	16786714
144005845	144011561
205607052	205612772
113411786	113417817
39150888	39157686
61886002	61892933
245916649	245923951
75613443	75621564
84289565	84297825
246116403	246124718
113839225	113847608
216248326	216257063
72526998	72537535
143606795	143618587
110030649	110042911
151025966	151039071
112490979	112506339
150821805	150855544
72538468	72585667
120436583	120493487
143791479	143903675
16764976	16765094
121186440	121186645
121184933	121185222
17081919	17124754
25488723	25521045
153084977	153149168
102341511	102341511
105915479	105915479
108826536	108827814
112636628	112639206
113343812	113343812
113689017	113690049
116781171	116781171
1214136	1215179
150454544	150457364
154793347	154795578
1574409	1574409
166291198	166292371
173173530	173173530
17488383	17488383
195767143	195769906
196742448	196742448
205608658	205612259
208893959	208893959
210537776	210539257
211781124	211781124
217228234	217228234
218144279	218144279
225210349	225211383
22777074	22777074
234615726	234617969
234728137	234728137
24083423	24083423
243890225	243890225
245917098	245923151
246613270	246614358
246614567	246614567
25031290	25034112
31744131	31744131
35395258	35395258
55478495	55478495
63477954	63480744
6725208	6725208
75615913	75621318
79994370	79995618
82494275	82494275
82898546	82900157
88745413	88745413
902141	903171
94060963	94063847
142122066	142123239
142122059	142123319
142121960	142123252
2477117	2490251
16847039	16955830
141830585	141962727
141822864	141963731
142122088	142293439
141528150	141861400
141726101	142096907
141482868	141905037
141483201	141906719
144543331	145858228
12783336	12836482
34193283	34697183
34314311	34379570
41119815	41147029
144337336	144458820
149599791	149671472
195089652	195163711
2109693	2194650
2136826	2253748
2188917	2300053
2316935	2440254
2315869	2362949
2316935	2543484
2394116	2440254
2394116	2480088
2394116	2723447
2795967	2837348
3262923	3284832
3265009	3326060
3284282	3497721
3358003	3539057
5733711	5836208
6106679	6156160
12783336	12836482
12743457	12836482
22019664	22073585
22019664	22200865
76720632	76792185
79607654	79649623
94904517	94925850
104113235	104185498
150797134	150819989
176926033	176940697
187617323	187810199
190102939	190134702
190039595	190142375
194070767	194111012
194097653	194138918
194168299	194454288
194254531	194288166
195089652	195163711
197295301	197365481
197320763	197365481
226530871	226612865
226561413	226623411
228502361	228506879
228502361	228510401
1794	115824
451683	456934
702445	1697636
1836883	1849258
6421414	6514591
7492154	7493366
10374377	10382186
10491480	10493788
10677007	10678784
12769531	13388794
13393618	13404463
13420643	13621823
13635361	13652864
16675616	16684763
16705187	16720593
16727663	17078099
17093441	17102198
17118179	17127064
21610807	21671935
22004545	22009930
25456642	25611481
31507427	31508721
31811117	31858544
36376607	36389324
46125569	46133737
57320489	57321642
57327168	57330299
67565850	67568162
72539171	72584228
73452929	73484611
75852969	75855022
89249037	89251025
100214457	100216125
103905304	104102680
104112353	104118077
108534947	108538705
108590772	108591939
108604493	108654504
108727420	108778174
108779753	108791889
110019656	110058541
111551934	111587587
112495870	112505904
116961521	117004368
120189801	120207516
120332743	120432023
120614627	120615785
120616494	120619167
120619212	120621580
120712250	120734056
142643380	142645745
142645790	142648614
142653784	142654816
143001289	143002711
143034396	143164104
143180903	143182946
143214424	143233902
143534835	143539333
143661417	143791088
143900896	144083768
144183242	144186098
144746063	144750307
144872494	144936477
146219746	146221065
146240568	146256205
146323728	146326537
146380603	146483061
146855968	146860454
146862821	146905437
147018012	147022498
147024865	147067757
147162330	147169636
147194354	147200047
147302889	147858378
147913428	147927313
148017945	148020061
149599962	149674329
150452906	150458231
150822589	150853342
150915515	150924934
151027011	151036463
153412761	153422551
153448723	153450569
153451033	153470618
153473679	153480482
159678135	159718340
160619569	160620836
188046088	188052547
194978246	195089856
195148205	195186581
204924040	204925806
205765349	205817763
205888722	205894247
205938851	205940118
208540737	208628704
220441317	220449363
222427007	222446632
223725399	223752858
229779593	229880456
232979290	233023542
234943600	234944946
235192595	235198962
236030820	236032341
244481439	244482616
245867714	245869829
246613167	246614381
246682736	246685967
246701351	246702389
246865937	246869166
246874936	246877958
346077	623339
1217419	1221793
1610047	1674335
3437263	3441178
6421414	6437921
10293467	10300533
12666629	12668261
12811295	12814713
12939392	13064453
13066951	13093155
13101084	13223981
13345302	13366853
13388473	13389684
13566138	13587686
13609314	13610512
13646732	13649228
16673254	17153121
21654568	21666231
22182702	22213247
25458507	25508084
25518794	25536111
25561644	25566191
31493043	31494148
31850649	31861070
34849389	34851786
34877089	34884075
38901325	38909786
53773478	53774667
55074266	55076209
55620561	55743716
57327168	57329605
62209141	62223645
72528696	72536259
72539171	72584228
75859509	75891203
77017115	77065340
83390056	83393630
86173636	86176916
95526143	95527418
96259130	96260923
101781132	101787166
103917322	103920269
103941067	104102680
104136060	104142502
104219709	104221299
105776578	105795754
105818005	105824034
105839003	105851606
105952402	105953553
106616366	106619049
108534947	108538705
111180121	111189600
116961521	117005074
120789515	120807513
142702981	142706562
142720009	142804543
143172711	143176217
143327178	143527303
143597874	143600167
144653806	144655104
144692908	144701906
144746063	144750307
144799120	144800125
145950785	145952082
146855968	146860454
147018012	147022498
150452906	150458231
150822589	150838890
150839696	150852631
150910842	150912972
151027733	151036463
159679236	159717869
159745304	159912627
163688616	163690699
172131569	172132666
173063389	173068211
174402368	174405158
187510791	187513215
187592657	187810478
187884674	187886002
188057595	188072141
188243174	188250190
193677235	193680033
194075326	194082752
194099918	194101609
194121185	194122648
194977757	195193635
195212037	195220008
205764096	205817763
205908611	205913262
210722750	210723884
211069443	211080005
216269067	216273113
220441317	220449363
220451720	220456149
222155539	222159164
222450467	222712973
227879571	227882341
232979290	233024501
234942894	234944946
236170616	236174729
236550923	236552911
238459926	238461331
241108316	241252979
244464557	244465606
244806258	244808278
245999978	246001011
246210114	246213302
246386403	246556995
246613167	246614980
246673635	246676879
246804697	246862187
246933939	246940658
39184116	39184116
246634150	246634150
118733253	118733253
73367621	73367621
33224970	33224970
205785706	205804262
9255290	9316595
120874363	120992603
145708347	147521567
173695580	174027375
194997796	195182982
206512982	206521228
206492294	206526434
215210747	215282228
16612540	17172314
195031966	195153393
72784816	72860746
145360178	145393985
187592364	187823580
195068235	195168376
195006454	195274102
102401197	102635435
194997771	195168376
104274099	104287436
104276563	104294811
104279745	104294899
105806170	105825716
105816477	105864416
1020714	1049928
108514072	108541777
108528929	108541028
108710763	108812677
109142222	109184766
109954441	109999446
109970612	109994124
109979751	110006486
109982783	109999961
110020757	110057325
110023298	110030979
110025520	110054404
110035790	110059006
111170391	111193633
111173115	111196092
111175886	111194582
112487442	112516321
112491625	112512823
116344127	116364486
116778663	116791664
118721481	118726986
12793128	13108493
12858351	13068705
12859736	13074208
143586336	143624905
143782866	143815877
143828853	143923567
143834992	143929761
143993758	144053415
144005452	144068232
144023135	144072602
144036453	144068323
144041631	144087434
144052078	144080861
144061077	144091155
146470213	146473822
146476038	146477425
147972372	148007267
150445059	150453878
150449799	150453775
150810642	150869600
150812266	150866359
150816580	150875096
150915469	150924163
151013059	151040222
151025776	151041038
151954284	151960688
153468579	153471710
153502429	153508303
153511518	153514946
153920459	153940133
153923318	153938196
157221997	157253192
159658059	159690724
159680037	159732817
16009070	16051776
163808794	163826002
164442179	164457262
165430385	165447415
165430710	165432984
165431430	165459990
165432538	165443534
165434173	165447752
16760883	16764275
16928609	16957629
173313035	173361029
174849961	174881366
17482320	17493999
177836523	177850224
179007836	179046936
179013423	179032334
183065293	183101199
185972752	185990377
187967807	188077261
191243080	191271509
194984098	195075439
194986902	195080687
194988264	195100653
194988479	195081319
194993072	195100122
195031211	195187683
195738086	195778020
196569006	196582349
196738880	196754444
196739236	196754612
196740259	196765231
196740977	196743944
196741716	196750332
196741875	196751817
20270133	20315058
205763497	205805949
205763570	205804943
205784356	205807156
206299457	206323920
208137197	208165120
208138178	208167406
208142224	208160874
208142236	208154268
208143485	208163033
208869521	208902064
208885992	208916934
208887499	208900726
213780044	213802218
216247751	216282164
223731617	223734100
223746768	223748078
227866306	227896343
227873956	227891492
227874918	227897812
233174054	233201574
233638783	233662862
234325435	234344750
23466481	23483526
23467647	23480300
23473813	23485360
23473875	23481657
23474298	23477997
23475266	23477590
23475320	23480056
242050461	242082242
242068461	242083987
243893607	243899266
245916678	245943968
246622617	246632953
246632703	246638065
246635008	246646934
246636816	246639857
246904382	246948743
247149254	247173069
24667583	24687729
25445605	25544725
25462081	25537088
26327011	26355920
26328474	26341412
2579130	2604293
28536220	28568097
28545309	28555082
28550541	28558787
28550978	28565842
28580390	28611219
29708903	29740480
31734799	31749022
31738563	31760159
31742864	31749729
31742964	31746448
31743062	31747068
31757297	31765936
31773326	31802980
32949046	32968932
3383352	3412874
3392376	3409387
3401600	3419129
34862127	34887178
41236609	41250124
50272848	50321811
59799705	59844580
62168311	62227023
65769214	65807086
72507579	72595782
72515916	72587612
72535216	72592133
72536354	72588822
72536983	72595974
73364824	73373402
78421079	78433560
81154388	81195935
84289977	84300266
94020344	94065496
95563395	95593001
9599480	9609584
9748873	9780074
103995201	104014104
108619360	108728242
13076386	13092065
146221411	146280890
147119727	147298290
148041560	148087614
148081544	148133136
150529970	150550238
151569690	151607803
16758432	16914867
16771828	17067069
170952312	170991363
200910134	200935187
206840755	206884716
225721186	225750747
243642870	244003129
245357754	245436952
246693541	246897164
2436575	2488353
2436746	2488309
2441929	2482323
2476248	2527931
2478655	2526431
25464374	25555299
25538189	25590811
26801797	26846117
26840153	26884491
26843119	26881991
81853674	81892460
16024928	16028010
34870638	34887955
59819356	59822221
108534961	108538705
109169550	109173449
111178296	111190290
150822167	150854366
151026496	151036980
246933722	246942061
311662	456464
554340	696231
144005888	144097032
311662	428408
223731907	223752648
311662	456464
554340	696231
147017157	147217833
241228887	241325042
149603323	149664502
150915736	150923166
16240718	16251918
182046713	182052162
223725840	223750819
235190798	235198134
41119794	41149087
43868287	43878235
47486248	47501675
73454531	73483916
8128717	8131908
103910761	103960907
151940298	151959872
153455784	153467684
164451105	164460994
246687782	246702344
110025907	110044476
72541504	72583736
15361772	15362873
163688498	163690794
8105171	8111872
94903354	94927987
107023241	107025005
109298377	109299668
211071638	211077059
64615315	64624133
72528701	72535958
10293128	10300570
221083948	221090227
61886594	61890775
111179088	111189749
34875241	34877078
177597151	177599938
167500598	167508390
151028547	151035324
173063179	173068463
246815817	246863836
25465715	25534592
197378049	197380463
108535758	108539019
112497200	112498913
227883479	227886819
194997658	195068695
236918890	236922717
102096209	102098748
105634380	105641635
105936885	105938440
105969819	106016548
106110789	106116611
111629849	111637017
111730660	111734750
146273899	146275557
15149071	15151883
156783620	156787041
15665011	15683808
166355739	166358038
168634270	168653829
176926933	176940811
177220369	177243352
185564993	185567314
187293847	187297986
187353623	187359115
187593758	187719766
188236989	188253049
189983338	189992781
190095692	190133873
191927641	191976999
193204702	193213877
193280600	193285922
197215222	197223208
202204481	202212021
208671369	208679147
212919913	212922145
213560092	213565727
215356748	215360951
216484875	216489763
219812673	219820232
22193098	22209830
229602207	229609275
232770219	232774658
243505832	243509159
243703665	243713527
244095685	244103915
38414624	38417452
38901191	38908792
40738766	40742251
53261038	53262328
55074411	55078004
59816510	59830867
77547460	77552420
84668621	84670569
85683879	85687990
92351832	92357103
246933867	246939281
153927851	153929981
105820728	105823898
150822330	150853218
208148236	208150607
12768450	12805683
13317495	13340609
147303148	147526040
193676328	193682368
195089940	195168372
1617778	1662463
108729983	108787720
119916400	119951038
13081670	13249634
146780429	147056085
12831824	12849694
755964	799636
17067742	17134834
159778034	159906183
16820714	17130584
25482036	25536138
150823073	150852905
195005520	195165287
246794522	246875051
5785939	5788850
14309659	14311526
14337190	14339036
24387442	24398896
24392934	24396261
25031274	25034096
25031290	25034112
29205353	29235370
32960946	32974405
33251590	33252709
33252784	33259556
40324944	40326227
54427443	54436306
54864862	54868555
57722008	57723439
72528280	72536662
81293960	81306628
82898546	82900157
82898564	82900175
84290527	84297231
92004649	92005921
105817337	105824920
108534846	108538774
120349939	120352967
141883055	141884073
143607654	143612403
143612537	143618166
143981311	143984336
144787864	144791608
146097096	146106370
146442922	146462600
147595560	147599388
147981078	147984915
151981612	151983167
154793347	154795578
157134154	157136605
159686683	159694090
166291183	166292356
173063179	173068467
178539031	178540561
183081366	183087422
185982727	185989155
186138955	186152482
189983668	189993306
195767131	195769894
196887052	196896230
197040372	197042037
203284665	203286029
205013599	205035920
205608586	205612187
210537758	210539239
210537776	210539257
216249111	216255217
218603932	218616389
228484969	228508873
234615709	234617952
234615726	234617969
235408376	235439423
245087740	245090824
246906171	246907523
246856102	246857052
157915303	157916336
119814298	119815334
58516462	58517525
236918884	236920062
192265651	192266862
232385234	232386448
241849280	241850608
10405039	10406535
246906146	246907648
7492621	7494271
197705327	197706985
202581978	202583639
82898511	82900299
197040336	197042136
17548480	17550349
37196734	37198627
14309627	14311615
83074867	83076972
109374706	109376814
190183023	190185251
154793297	154795636
234615682	234618090
2043376	2045793
157133963	157136708
208788882	208791631
195767107	195769966
25031257	25034166
94060904	94063940
86173388	86177299
56603682	56607644
84484558	84488532
108534810	108538892
245917047	245923190
216249101	216255288
246118074	246124316
81177315	81183618
84290484	84297278
105817308	105825002
213558856	213567706
112493274	112506348
72538850	72584609
159831257	159913343
195060951	195185070
196023411	196024627
104670836	104673009
105817324	105824952
108534848	108538776
113412759	113415300
114068341	114072796
1213473	1215506
12665988	12669219
143607629	143612409
143612539	143618198
143804308	143808446
144071446	144077829
150452330	150453772
152347532	152351311
154793352	154795558
157134150	157136605
157227938	157232827
166291201	166292360
166693627	166695474
183081355	183087405
184050339	184051921
185860265	185863517
188319283	188320503
190183066	190185283
193069200	193074564
195767139	195769897
197705368	197706854
202154269	202156525
20279673	20283272
205608619	205612231
208144677	208152598
209435916	209437112
210537779	210539240
216249127	216255218
227879159	227887468
228199169	228200503
230525218	230526873
234615724	234617963
238459622	238461407
241849361	241850384
244713848	244715221
245917100	245923134
246118116	246124495
246118120	246124263
25031293	25034095
2577601	2599200
33249021	33251399
33251560	33259567
43466652	43468133
48494706	48496264
54864861	54868556
65813532	65816494
7492654	7494114
81177360	81183598
84290533	84297220
84484595	84488456
93008619	93014050
21566164	22039203
85314628	85618837
162113502	162171777
22798842	23016810
118228296	118547581
221917641	222211132
160506331	160539290
80093606	80345333
5267544	5414367
34100866	34183579
79286032	79358240
119553635	119874484
101756396	101757520
102138728	102203222
102138728	102207718
102420526	102767806
10292899	10296090
103907158	103930296
103907158	104131400
103907158	104144421
10561191	10565784
105827431	105882130
105964901	106000090
105966387	106000090
106378678	106621321
107691171	107700129
109169467	109173397
109169467	109178806
109217748	109267586
109217748	109270231
109583560	109627659
109606169	109620053
110831091	110838240
111142680	111180501
111142680	111187872
111173167	111180501
111173167	111189246
111176350	111189246
111180501	111187872
111180501	111189246
111187872	111189246
111732439	111734674
111732439	111735827
11295225	11320952
11633148	11636150
119383460	119390866
119911627	119941185
119924702	119956126
120902013	121013322
12641798	12645771
12783336	12802740
12783336	12834675
12783336	12836483
12783336	12836483
12783336	13645076
12788507	12836483
12788507	12836483
12789486	12836483
12793914	12802740
12793914	12836483
12834675	12836483
14157047	14159051
144244532	144458820
144337336	144458820
145128642	145136068
146292286	147427061
146293282	147427061
146293282	147478120
146293282	147941416
147305744	147327306
147305744	147414362
147305744	147427061
147305744	147427061
147305744	147478120
147305744	147478120
147305744	147980523
147305744	148039974
147305744	148039974
147305744	148082160
147306690	147427061
147427061	147478120
148936576	148940308
150643334	150657076
150797134	150819989
150803384	150819989
152018763	152040053
152020349	152040053
152022707	152040053
153461604	153464086
15458200	15466253
15461346	15466253
156491449	156503686
156783977	156788016
156785563	156788016
156786829	156788016
159777717	159884140
